"ServerName","PhysicalCores","LogicalCores","Physical_Memory_GB","PageFile_MB","IP_Address","MAC_Address","Processor","OS_Name"
"SUGI","2","4","8","1920","10.0.0.5","20:16:D8:DD:38:89","Intel(R) Core(TM) i5-3337U CPU @ 1.80GHz","Microsoft Windows 10 Home"
